kind,id,type,i,j,aux,x_m,y_m,z_m,level,status,restraint,axis
N,800154,NODE,,,,-32.45,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800155,NODE,,,,-32.05,2.405,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800156,NODE,,,,-32.45,2.405,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800157,NODE,,,,-32.45,4.265,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800158,NODE,,,,-32.05,4.415,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800159,NODE,,,,-32.45,4.415,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800160,NODE,,,,-32.05,6.95,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800161,NODE,,,,-32.45,6.95,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800162,NODE,,,,-32.05,7.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800163,NODE,,,,-32.45,7.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800164,NODE,,,,-32.05,7.55,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800165,NODE,,,,-32.45,7.55,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800166,NODE,,,,-32.05,10.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800167,NODE,,,,-32.45,10.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800168,NODE,,,,-32.05,10.15,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800169,NODE,,,,-32.45,10.15,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800170,NODE,,,,-32.05,11.865,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800171,NODE,,,,-32.45,11.865,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800172,NODE,,,,-32.45,11.885,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800173,NODE,,,,-32.05,12.15,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800174,NODE,,,,-32.45,12.15,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800175,NODE,,,,-32.05,12.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800176,NODE,,,,-32.45,12.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800177,NODE,,,,-32.05,12.82,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800178,NODE,,,,-32.45,12.82,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800179,NODE,,,,-32.05,15.85,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800180,NODE,,,,-32.45,15.85,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800181,NODE,,,,-31.6501,-1.09,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800182,NODE,,,,-31.6501,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800183,NODE,,,,-31.6501,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800184,NODE,,,,-30.15,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800185,NODE,,,,-30.15,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800186,NODE,,,,-28.3,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800187,NODE,,,,-28.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800188,NODE,,,,-28.0,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800189,NODE,,,,-24.55,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800190,NODE,,,,-20.8,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800191,NODE,,,,-15.8,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800192,NODE,,,,-10.8,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800193,NODE,,,,-5.8,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800194,NODE,,,,-3.22,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800195,NODE,,,,-3.22,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800196,NODE,,,,-0.8,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800197,NODE,,,,-0.8,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800198,NODE,,,,-0.4717,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800199,NODE,,,,-0.4717,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800200,NODE,,,,-0.45,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800201,NODE,,,,-0.45,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800202,NODE,,,,-0.25,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800203,NODE,,,,0.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800204,NODE,,,,0.0,2.405,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800205,NODE,,,,-0.25,2.405,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800206,NODE,,,,0.0,4.265,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800207,NODE,,,,-0.25,4.265,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800208,NODE,,,,0.0,4.415,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800209,NODE,,,,-0.25,4.415,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800210,NODE,,,,0.0,6.95,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800211,NODE,,,,-0.25,6.95,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800212,NODE,,,,0.0,7.55,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800213,NODE,,,,-0.25,7.55,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800214,NODE,,,,0.0,10.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800215,NODE,,,,-0.25,10.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800216,NODE,,,,0.0,10.15,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800217,NODE,,,,-0.25,10.15,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800218,NODE,,,,0.0,11.865,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800219,NODE,,,,-0.25,11.865,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800220,NODE,,,,0.0,11.885,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800221,NODE,,,,-0.25,11.885,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800222,NODE,,,,0.0,12.15,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800223,NODE,,,,-0.25,12.15,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800224,NODE,,,,0.0,12.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800225,NODE,,,,-0.25,12.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800226,NODE,,,,0.0,12.82,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800227,NODE,,,,-0.25,12.82,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800228,NODE,,,,0.0,15.85,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800229,NODE,,,,-0.25,15.85,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800230,NODE,,,,3.4,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800231,NODE,,,,3.4,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800232,NODE,,,,3.6,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800233,NODE,,,,3.6,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800234,NODE,,,,6.3,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800235,NODE,,,,6.3,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800236,NODE,,,,6.4,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800237,NODE,,,,6.4,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800238,NODE,,,,6.7,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800239,NODE,,,,6.7,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800240,NODE,,,,9.7,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800241,NODE,,,,9.7,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800242,NODE,,,,9.7,-4.42,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800243,NODE,,,,10.0,-4.42,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800244,NODE,,,,9.7,-4.12,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800245,NODE,,,,10.0,-1.09,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800246,NODE,,,,9.7,-1.09,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800247,NODE,,,,10.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800248,NODE,,,,10.25,-4.42,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800249,NODE,,,,10.25,-4.12,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800250,NODE,,,,15.0,-4.42,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800251,NODE,,,,15.0,-4.12,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800252,NODE,,,,17.49,-4.42,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800253,NODE,,,,17.79,-4.42,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800254,NODE,,,,17.79,-4.12,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800255,NODE,,,,17.79,-1.09,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800256,NODE,,,,17.49,-1.09,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800257,NODE,,,,17.79,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800258,NODE,,,,17.49,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800259,NODE,,,,17.79,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800260,NODE,,,,20.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800261,NODE,,,,25.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800262,NODE,,,,30.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800263,NODE,,,,35.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800264,NODE,,,,39.7,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800265,NODE,,,,39.7,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800266,NODE,,,,40.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800267,NODE,,,,45.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800268,NODE,,,,45.3,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800269,NODE,,,,45.3,0.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800270,NODE,,,,45.3,2.405,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800271,NODE,,,,45.0,2.405,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800272,NODE,,,,45.3,4.265,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800273,NODE,,,,45.0,4.265,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800274,NODE,,,,45.3,4.415,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800275,NODE,,,,45.0,4.415,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800276,NODE,,,,45.3,6.95,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800277,NODE,,,,45.0,6.95,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800278,NODE,,,,45.3,7.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800279,NODE,,,,45.3,7.55,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800280,NODE,,,,45.0,7.55,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800281,NODE,,,,45.3,10.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800282,NODE,,,,45.0,10.0,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800283,NODE,,,,45.3,10.15,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800284,NODE,,,,45.0,10.15,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800285,NODE,,,,45.3,11.865,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800286,NODE,,,,45.0,11.865,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800287,NODE,,,,45.3,11.885,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800288,NODE,,,,45.0,11.885,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800289,NODE,,,,45.3,12.15,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800290,NODE,,,,45.0,12.15,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800291,NODE,,,,45.3,12.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800292,NODE,,,,45.0,12.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800293,NODE,,,,45.3,12.82,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800294,NODE,,,,45.0,12.82,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800295,NODE,,,,45.3,15.85,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800296,NODE,,,,45.0,15.85,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800297,NODE,,,,45.3,16.15,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800298,NODE,,,,-32.45,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800299,NODE,,,,-32.05,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800300,NODE,,,,-32.05,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800301,NODE,,,,-32.45,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800302,NODE,,,,-32.45,0.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800303,NODE,,,,-32.05,2.405,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800304,NODE,,,,-32.45,2.405,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800305,NODE,,,,-32.45,4.265,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800306,NODE,,,,-32.05,4.415,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800307,NODE,,,,-32.45,4.415,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800308,NODE,,,,-32.05,6.95,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800309,NODE,,,,-32.45,6.95,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800310,NODE,,,,-32.05,7.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800311,NODE,,,,-32.45,7.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800312,NODE,,,,-32.05,7.55,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800313,NODE,,,,-32.45,7.55,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800314,NODE,,,,-32.05,10.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800315,NODE,,,,-32.45,10.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800316,NODE,,,,-32.05,10.15,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800317,NODE,,,,-32.45,10.15,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800318,NODE,,,,-32.05,11.865,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800319,NODE,,,,-32.45,11.865,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800320,NODE,,,,-32.45,11.885,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800321,NODE,,,,-32.05,12.15,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800322,NODE,,,,-32.45,12.15,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800323,NODE,,,,-32.05,12.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800324,NODE,,,,-32.45,12.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800325,NODE,,,,-32.05,12.82,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800326,NODE,,,,-32.45,12.82,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800327,NODE,,,,-32.05,15.85,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800328,NODE,,,,-32.45,15.85,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800329,NODE,,,,-31.6501,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800330,NODE,,,,-31.6501,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800331,NODE,,,,-31.6501,0.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800332,NODE,,,,-30.15,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800333,NODE,,,,-30.15,0.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800334,NODE,,,,-28.3,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800335,NODE,,,,-28.0,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800336,NODE,,,,-28.0,0.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800337,NODE,,,,-24.55,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800338,NODE,,,,-20.8,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800339,NODE,,,,-15.8,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800340,NODE,,,,-10.8,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800341,NODE,,,,-5.8,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800342,NODE,,,,-3.22,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800343,NODE,,,,-3.22,0.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800344,NODE,,,,-0.8,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800345,NODE,,,,-0.8,0.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800346,NODE,,,,-0.4717,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800347,NODE,,,,-0.4717,0.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800348,NODE,,,,-0.45,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800349,NODE,,,,-0.45,0.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800350,NODE,,,,-0.25,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800351,NODE,,,,0.0,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800352,NODE,,,,0.0,2.405,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800353,NODE,,,,-0.25,2.405,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800354,NODE,,,,0.0,4.265,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800355,NODE,,,,-0.25,4.265,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800356,NODE,,,,0.0,4.415,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800357,NODE,,,,-0.25,4.415,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800358,NODE,,,,0.0,6.95,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800359,NODE,,,,-0.25,6.95,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800360,NODE,,,,0.0,7.55,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800361,NODE,,,,-0.25,7.55,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800362,NODE,,,,0.0,10.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800363,NODE,,,,-0.25,10.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800364,NODE,,,,0.0,10.15,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800365,NODE,,,,-0.25,10.15,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800366,NODE,,,,0.0,11.865,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800367,NODE,,,,-0.25,11.865,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800368,NODE,,,,0.0,11.885,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800369,NODE,,,,-0.25,11.885,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800370,NODE,,,,0.0,12.15,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800371,NODE,,,,-0.25,12.15,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800372,NODE,,,,0.0,12.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800373,NODE,,,,-0.25,12.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800374,NODE,,,,0.0,12.82,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800375,NODE,,,,-0.25,12.82,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800376,NODE,,,,0.0,15.85,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800377,NODE,,,,-0.25,15.85,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800378,NODE,,,,3.4,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800379,NODE,,,,3.4,0.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800380,NODE,,,,3.6,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800381,NODE,,,,3.6,0.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800382,NODE,,,,6.3,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800383,NODE,,,,6.3,0.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800384,NODE,,,,6.4,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800385,NODE,,,,6.4,0.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800386,NODE,,,,6.7,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800387,NODE,,,,6.7,0.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800388,NODE,,,,9.7,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800389,NODE,,,,9.7,0.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800390,NODE,,,,9.7,-4.42,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800391,NODE,,,,10.0,-4.42,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800392,NODE,,,,9.7,-4.12,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800393,NODE,,,,10.0,-2.5,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800394,NODE,,,,9.7,-2.5,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800395,NODE,,,,10.0,-2.46,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800396,NODE,,,,9.7,-2.46,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800397,NODE,,,,10.0,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800398,NODE,,,,9.7,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800399,NODE,,,,10.0,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800400,NODE,,,,10.25,-4.42,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800401,NODE,,,,10.25,-4.12,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800402,NODE,,,,15.0,-4.42,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800403,NODE,,,,15.0,-4.12,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800404,NODE,,,,17.49,-4.42,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800405,NODE,,,,17.79,-4.42,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800406,NODE,,,,17.79,-4.12,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800407,NODE,,,,17.79,-2.5,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800408,NODE,,,,17.49,-2.5,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800409,NODE,,,,17.79,-2.46,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800410,NODE,,,,17.49,-2.46,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800411,NODE,,,,17.79,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800412,NODE,,,,17.49,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800413,NODE,,,,17.79,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800414,NODE,,,,17.49,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800415,NODE,,,,17.79,0.0,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800416,NODE,,,,19.7,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE,false,SLAB
