losa_id,receptor,id,area_m2,peso_propio_kN,G_kN,Q_kN
1000079,beam,633,6.25,22.9843359375,38.920142,18.38746875
1000079,beam,640,16.0,58.83989999999999,99.635564,54.4269075
1000079,beam,645,16.0,58.83989999999999,99.635564,54.4269075
1000080,beam,243,1.5129,5.563680294375,9.421166000000001,7.387594611249999
1000080,beam,244,1.5129,5.563680294375,9.421166000000001,7.387594611249999
1000080,beam,246,4.6371,17.052906268125,28.876255,22.7372083575
1000080,beam,620,4.6371,17.052906268125,28.876255,21.57266867
1000081,beam,335,11.875,43.67023828125,73.94827,46.5815875
1000081,beam,340,11.875,43.67023828125,73.94827,46.5815875
1000081,beam,620,6.25,22.9843359375,38.920142,24.516625
1000081,beam,627,6.25,22.9843359375,38.920142,24.516625
1000082,beam,627,6.25,22.9843359375,38.920142,30.64578125
1000082,beam,634,6.25,22.9843359375,38.920142,18.38746875
1000082,beam,641,16.0,58.83989999999999,99.635564,54.4269075
1000082,beam,645,16.0,58.83989999999999,99.635564,54.4269075
1000083,beam,335,11.875,43.67023828125,73.94827,46.5815875
1000083,beam,342,11.875,43.67023828125,73.94827,46.5815875
1000083,beam,621,6.25,22.9843359375,38.920142,24.516625
1000083,beam,628,6.25,22.9843359375,38.920142,24.516625
1000084,beam,628,6.25,22.9843359375,38.920142,30.64578125
1000084,beam,635,6.25,22.9843359375,38.920142,18.38746875
1000084,beam,641,16.0,58.83989999999999,99.635564,54.4269075
1000084,beam,646,16.0,58.83989999999999,99.635564,54.4269075
1000085,beam,336,11.875,43.67023828125,73.94827,46.5815875
1000085,beam,342,11.875,43.67023828125,73.94827,46.5815875
1000085,beam,622,6.25,22.9843359375,38.920142,24.516625
1000085,beam,629,6.25,22.9843359375,38.920142,24.516625
1000086,beam,629,6.25,22.9843359375,38.920142,30.64578125
1000086,beam,636,6.25,22.9843359375,38.920142,18.38746875
1000086,beam,642,16.0,58.83989999999999,99.635564,54.4269075
1000086,beam,646,16.0,58.83989999999999,99.635564,54.4269075
1000087,beam,336,11.875,43.67023828125,73.94827,46.5815875
1000087,beam,337,11.875,43.67023828125,73.94827,46.5815875
1000087,beam,623,6.25,22.9843359375,38.920142,24.516625
1000087,beam,630,6.25,22.9843359375,38.920142,24.516625
1000088,beam,630,6.25,22.9843359375,38.920142,30.64578125
1000088,beam,637,6.25,22.9843359375,38.920142,18.38746875
1000088,beam,642,16.0,58.83989999999999,99.635564,54.4269075
1000088,beam,643,16.0,58.83989999999999,99.635564,54.4269075
1000089,beam,302,1.3875,5.102522578124998,8.640272000000001,6.710519959289999
1000089,beam,306,3.515625,12.92868896484375,21.89258,17.003010032925
1000089,beam,307,1.304974,4.7990337289125,8.126362,5.074502037079999
1000089,beam,308,4.48125,16.4797688671875,27.905742,21.97302515625
1000089,beam,544,2.128125,7.826166386718748,13.252309,10.292490073635
1000089,beam,566,3.176277,11.680738815768747,19.779381,12.351221682764999
1000090,beam,305,3.515625,12.92868896484375,21.89258,13.679706983635
1000090,beam,306,3.515625,12.92868896484375,21.89258,14.062191830925
1000090,beam,567,10.771875,39.61350298828125,67.078865,28.859310684155002
1000090,beam,569,4.219691,15.51788727943125,26.276957,20.615701439725
1000090,beam,570,6.5521840000000005,24.095615708849998,40.801908000000005,32.0113180359
1000091,beam,304,1.3875,5.102522578124998,8.640272,5.5958245317449995
1000091,beam,305,3.515625,12.92868896484375,21.89258,17.003010032925
1000091,beam,556,2.128125,7.826166386718748,13.252309,8.582782041329999
1000091,beam,568,4.48125,16.4797688671875,27.905741999999996,17.425721758515
1000091,beam,571,4.48125,16.4797688671875,27.905742,21.84063538125
1000092,beam,308,4.48125,16.4797688671875,27.905741000000003,21.97302515625
1000092,beam,311,4.48125,16.4797688671875,27.905742,21.97302515625
1000092,beam,545,3.515625,12.92868896484375,21.892580000000002,17.238251953125
1000092,beam,565,3.515625,12.92868896484375,21.892580000000002,17.238251953125
1000093,beam,303,3.369319,12.390649564256247,20.9815,16.520866085675
1000093,beam,565,3.369319,12.390649564256247,20.9815,16.520866085675
1000093,beam,569,2.227556,8.191823267775,13.871487000000002,10.9224310237
1000093,beam,574,2.227556,8.191823267775,13.871487,10.922431023699998
1000094,beam,303,3.515625,12.92868896484375,21.892580000000002,17.238251953124998
