caso,elemento,Ni_kN,Vyi_kN,Vzi_kN,Ti_kNm,Myi_kNm,Mzi_kNm,Nj_kN,Vyj_kN,Vzj_kN,Tj_kNm,Myj_kNm,Mzj_kNm
Q,562,1.3018112492596251e-08,-1.6502043463802944e-08,-34.694819597313284,5.2613703950933415,114.57734884192698,-4.3106548374799875e-08,-1.3018112492596251e-08,1.6502043463802944e-08,78.01457605288329,-5.2613703950933415,179.87594729421158,-4.31166287235705e-08
Q,563,3.4445310936481096e-06,0.0001030224300145606,323.90541791350097,-11.151737536647168,-190.2162583755846,1.6855549990919842e-05,-3.4445310936481096e-06,-0.0001030224300145606,-321.686543709871,11.151737536647168,85.30756461178667,1.6626739763812344e-05
Q,305,-1.3010426069826066e-14,-6.2294672078396525e-18,13.821779953887127,3.7885718314443873,-2.0284493780977453,-8.404613462543882e-17,1.3010426069826066e-14,6.2294672078396525e-18,16.86093706267287,-3.7885718314443873,7.726868957071007,6.068563259604015e-17
Q,564,6.5052130349130266e-15,-1.2270557472855295e-18,19.85626855385338,-0.57074650461054,-7.587776171262659,1.4896980641037894e-17,-6.5052130349130266e-15,1.2270557472855295e-18,14.620235352396618,0.57074650461054,-2.2297860814687773,-1.949843969335863e-17
Q,306,-6.505213034913033e-15,1.547127464029366e-16,6.380879640183059,-4.051920785824606,0.9474600323475322,3.31551393262095e-16,6.505213034913033e-15,-1.547127464029366e-16,24.684322223666946,4.051920785824606,33.37149481168471,2.486214057489166e-16
Q,565,0.0,-1.783541225207122e-16,25.3953503852145,0.7474988383569826,-31.270477935765065,-3.7587896185069716e-16,0.0,1.783541225207122e-16,8.363767653585493,-0.7474988383569826,-0.663739686039321,-2.929489976019736e-16
Q,307,-1.0159795364356024e-07,45.859525144787455,7.107607374289378e-07,0.16125469449553587,-4.4138292384072267e-07,126.1834687368232,1.0159795364356024e-07,-38.898223647707454,-7.107607374289378e-07,-0.16125469449553587,-4.41381912046018e-07,-73.54890673668388
Q,566,0.0,38.89822364770758,5.721153079353987e-16,0.1612546944955359,-8.647523007707166e-16,73.54890673668388,0.0,-25.087772444942583,-5.721153079353987e-16,-0.1612546944955359,-8.647522751179934e-16,23.165926357356824
Q,567,0.0,18.706892804759466,5.772004717543736e-17,-0.7862053378520449,-1.7164725869589845e-16,-19.114005571532303,0.0,16.130551719395534,-5.772004717543736e-17,0.7862053378520449,-2.6817950078093432e-16,28.9298651067689
Q,568,-8.632761833013293e-09,-29.95233167328267,-2.2456315038189854e-08,1.24224404024559,4.788903498651267e-08,-32.71843693821326,8.632761833013293e-09,50.72408241179768,2.2456315038189854e-08,-1.24224404024559,4.788714865136703e-08,-139.32401609822057
Q,308,8.579559981567593e-15,38.11480386241456,1.7616512260676878e-16,1.3288005649740418,-3.108577621918762e-16,2.8538178641130045,-8.579559981567593e-15,5.831246450085441,-1.7616512260676878e-16,-1.3288005649740418,-4.404864857259925e-16,65.99086831767883
Q,569,1.5310447518903586e-07,-55.91091905896691,-2.41165218376551e-08,-0.7722163109456258,3.599390886500782e-08,-70.79028794186054,-1.5310447518903586e-07,87.44905152239191,2.41165218376551e-08,0.7722163109456258,3.5993908820392664e-08,-143.17446815081752
Q,570,-9.860126921981036e-08,90.68452239067193,6.441669972361035e-09,-0.5006404821719265,-1.492857025968948e-08,178.537844395529,9.860126921981036e-08,-33.298497479771925,-6.441669972361035e-09,0.5006404821719265,-1.4928570062203915e-08,108.7928041542246
Q,571,-2.8598533271891978e-15,-3.418708136754656,-1.540737881177063e-16,-0.6397332679802601,3.554442851396127e-16,-104.43348581816966,2.8598533271891978e-15,47.09997889925465,1.540737881177063e-16,0.6397332679802601,3.0168042118240456e-16,-3.2976142861201616
Q,309,-3.317660161950057e-08,57.71869554122879,-2.7792990059304195e-09,-0.26354822444152853,1.0074958886083723e-08,91.50827952715434,3.317660161950057e-08,49.92461109939622,2.7792990059304195e-09,0.26354822444152853,1.0074958906911821e-08,-63.25472342551129
Q,572,1.5506521491488558e-07,69.70118786230356,1.906516527153401e-09,0.22624427439640266,-8.483998547857484e-09,112.50875224950597,-1.5506521491488558e-07,73.07321166874642,-1.906516527153401e-09,-0.22624427439640266,-8.48399854380778e-09,-127.5142581881768
Q,310,-3.6808196240428844e-08,63.890284829516716,-5.063844886722923e-10,-0.007939537273422734,1.8356437707867996e-09,105.22861300050997,3.6808196240428844e-08,52.563683920483335,5.063844886722923e-10,0.007939537273422734,1.83564377208732e-09,-64.16968470526395
Q,573,7.028787938353903e-08,75.58524386128816,1.3794399205643664e-10,0.03861593208590798,-6.138507662351625e-10,121.44928383291567,-7.028787938353903e-08,81.0563765887118,-1.3794399205643664e-10,-0.03861593208590798,-6.138507630671232e-10,-145.7958244699509
Q,311,2.8598533271891974e-15,30.2815310412915,-5.209311371195286e-16,-0.7522528325886322,1.1124449320303654e-15,0.5273276545113568,-2.8598533271891974e-15,20.761925302308498,5.209311371195286e-16,0.7522528325886322,1.1093263677844237e-15,19.77323158386989
Q,574,-8.172378184564102e-15,-29.12569295589395,-2.50937766841291e-15,-0.08851314654931051,3.72004616730135e-15,-19.02573274551288,8.172378184564102e-15,60.39401505786895,2.50937766841291e-15,0.08851314654931051,3.770446172911186e-15,-114.58243146502826
Q,575,2.6315586710813216e-15,75.8648697164714,7.233344448599492e-16,-0.5996756928672613,-1.6600984604911864e-15,117.05711335500315,-2.6315586710813216e-15,-16.923603278746416,-7.233344448599492e-16,0.5996756928672613,-1.6925566914346783e-15,97.98017281141415
Q,576,0.0,2.303367926349832,3.2098162675580745e-16,1.630110388601658,-6.597870999759738e-16,-98.55091931602476,0.0,50.42430210155016,-3.2098162675580745e-16,-1.630110388601658,-7.091995381375447e-16,-4.066972812589913
Q,312,1.682382681443024e-15,40.34251895695554,-1.102652586042606e-16,-0.01651449760713048,3.995107474109375e-16,5.104860220292025,-1.682382681443024e-15,76.11144979304451,1.102652586042606e-16,0.01651449760713048,3.999123774699519e-16,-134.76723450111456
Q,577,0.0,92.65435777282063,4.681515829113508e-17,0.0014440617829792244,-2.1301529865956693e-16,137.37530050550907,0.0,63.987262677179324,-4.681515829113508e-17,-0.0014440617829792244,-2.0363961013153517e-16,-9.806727329905328
Q,313,0.0,41.19280256377785,-5.986027676936816e-16,0.15337267423237516,2.135037401500799e-15,5.061964249518425,0.0,77.92428457684713,5.986027676936816e-16,-0.15337267423237516,2.2048326642783925e-15,-138.21358654689453
Q,578,-1.3704802742092053e-15,94.13980007592085,-2.7469402857303823e-16,-0.028965419341794054,1.1928729179958851e-15,140.68391427330675,1.3704802742092053e-15,64.83690632220419,2.7469402857303823e-16,0.028965419341794054,1.2519039363041549e-15,-10.286037069267763
Q,314,-4.2547647071447915e-07,29.684133905872912,-9.771617783900548e-09,0.14213996482239447,2.8386343850712502e-08,39.14919524735767,4.2547647071447915e-07,17.756760431627093,9.771617783900548e-09,-0.14213996482239447,2.8289039295910674e-08,-4.559812172044772
