losa_id,area_neta_m2,espesor_m,densidad_kg_m3,masa_propia_kg,peso_propio_kN,G_losa_kN,adicional_G_kN,Q_losa_kN
1000484,0.393,0.15,2500.0,147.375,1.44525504375,2.447299,1.00204395625,1.927006725
1000485,0.018,0.15,2500.0,6.749999999999999,0.0661948875,0.11209,0.0458951125,0.08825984999999999
1000486,0.252,0.15,2500.0,94.5,0.9267284249999999,1.56926,0.6425315750000002,1.2356379
1000487,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.18387464999999997
1000488,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.367749375
1000489,0.585,0.15,2500.0,219.375,2.15133384375,3.642925,1.4915911562500002,2.8684451249999996
1000490,0.09,0.15,2500.0,33.75,0.33097443749999994,0.56045,0.22947556250000006,0.44129925
1000491,0.393,0.15,2500.0,147.375,1.44525504375,2.447299,1.00204395625,1.927006725
1000492,0.018,0.15,2500.0,6.749999999999999,0.0661948875,0.11209,0.0458951125,0.08825984999999999
1000493,0.252,0.15,2500.0,94.5,0.9267284249999999,1.56926,0.6425315750000002,1.2356379
1000494,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.220649625
1000495,0.625,0.15,2500.0,234.375,2.29843359375,3.892014,1.59358040625,1.838746875
1000496,1.175,0.15,2500.0,440.625,4.32105515625,7.316987,2.99593184375,3.456844125
1000497,0.09,0.15,2500.0,33.75,0.33097443749999994,0.56045,0.22947556250000006,0.26477955
1000498,0.408,0.15,2500.0,152.99999999999997,1.5004174499999996,2.540707,1.0402895500000002,1.2003339599999998
1000499,0.09,0.15,2500.0,33.75,0.33097443749999994,0.56045,0.22947556250000006,0.26477955
1000500,0.393,0.15,2500.0,147.375,1.44525504375,2.447299,1.00204395625,1.156204035
1000501,0.018,0.15,2500.0,6.749999999999999,0.0661948875,0.11209,0.0458951125,0.052955909999999995
1000502,0.252,0.15,2500.0,94.5,0.9267284249999999,1.56926,0.6425315750000002,0.7413827399999999
1000503,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.220649625
1000504,1.5,0.15,2500.0,562.5,5.516240624999999,9.340834,3.824593375,4.4129925
1000505,1.5,0.15,2500.0,562.5,5.516240624999999,9.340834,3.824593375,4.4129925
1000506,0.09,0.15,2500.0,33.75,0.33097443749999994,0.56045,0.22947556250000006,0.26477955
1000507,0.408,0.15,2500.0,152.99999999999997,1.5004174499999996,2.540707,1.0402895500000002,1.2003339599999998
1000508,0.09,0.15,2500.0,33.75,0.33097443749999994,0.56045,0.22947556250000006,0.26477955
1000509,0.393,0.15,2500.0,147.375,1.44525504375,2.447299,1.00204395625,1.156204035
1000510,0.018,0.15,2500.0,6.749999999999999,0.0661948875,0.11209,0.0458951125,0.052955909999999995
1000511,0.252,0.15,2500.0,94.5,0.9267284249999999,1.56926,0.6425315750000002,0.7413827399999999
1000512,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.220649625
1000513,1.175,0.15,2500.0,440.625,4.32105515625,7.316987,2.99593184375,3.456844125
1000514,1.25,0.15,2500.0,468.75,4.5968671875,7.784028,3.1871608125,3.67749375
1000515,1.1625,0.15,2500.0,435.9375,4.275086484375,7.239146,2.9640595156250003,3.4200691875
1000516,0.021,0.15,2500.0,7.875,0.07722736875,0.118415,0.04118763125000001,0.041187930000000005
1000517,0.294,0.15,2500.0,110.24999999999999,1.0811831624999997,1.657814,0.5766308375000002,0.57663102
1000518,0.0875,0.15,2500.0,32.8125,0.321780703125,0.544882,0.22310129687499997,0.25742456249999995
1000519,0.153,0.15,2500.0,57.37499999999999,0.5626565437499998,0.86274,0.3000834562500001,0.30008349
1000520,2.142,0.15,2500.0,803.2499999999999,7.877191612499998,12.07836,4.201168387500002,4.20116886
1000521,0.6375,0.15,2500.0,239.06249999999997,2.3444022656249994,3.969855,1.6254527343750005,1.8755218124999997
1000522,0.147,0.15,2500.0,55.12499999999999,0.5405915812499998,0.828907,0.2883154187500001,0.28831551
1000523,2.058,0.15,2500.0,771.7499999999999,7.568282137499999,11.604699,4.036416862500001,4.036417139999999
1000524,0.6125,0.15,2500.0,229.6875,2.252464921875,3.814174,1.5617090781249998,1.8019719375
1000525,0.018,0.15,2500.0,6.749999999999999,0.0661948875,0.101499,0.03530411250000001,0.03530394
1000526,0.252,0.15,2500.0,94.5,0.9267284249999999,1.420984,0.49425557500000017,0.49425516
1000527,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.220649625
1000528,0.7215,0.15,2500.0,270.5625,2.653311740625,4.492941,1.839629259375,2.1226493925
1000529,0.558,0.15,2500.0,209.25000000000003,2.0520415124999998,3.47479,1.4227484875000003,1.6416332100000002
1000530,0.045,0.15,2500.0,16.875,0.16548721874999997,0.280225,0.11473778125000003,0.132389775
1000531,0.7605,0.15,2500.0,285.18749999999994,2.796733996874999,4.735803,1.9390690031250006,2.2373871975
1000532,0.09,0.15,2500.0,33.75,0.33097443749999994,0.56045,0.22947556250000006,0.26477955
1000533,0.09,0.15,2500.0,33.75,0.33097443749999994,0.56045,0.22947556250000006,0.26477955
1000534,0.735,0.15,2500.0,275.625,2.7029579062499995,4.577009,1.8740510937500008,2.162366325
1000535,0.045,0.15,2500.0,16.875,0.16548721874999997,0.280225,0.11473778125000003,0.132389775
1000536,0.5145,0.15,2500.0,192.93749999999997,1.8920705343749997,3.203906,1.3118354656250002,1.5136564274999997
1000537,0.006,0.15,2500.0,2.25,0.0220649625,0.037363,0.0152980375,0.01765197
1000538,0.0795,0.15,2500.0,29.8125,0.292360753125,0.495064,0.20270324687500002,0.2338886025
1000539,0.201,0.15,2500.0,75.375,0.7391762437499999,1.251672,0.51249575625,0.591340995
1000540,0.909,0.15,2500.0,340.875,3.3428418187499997,5.660545,2.31770318125,2.674273455
1000541,0.09,0.15,2500.0,33.75,0.33097443749999994,0.56045,0.22947556250000006,0.26477955
1000542,0.051,0.15,2500.0,19.124999999999996,0.18755218124999995,0.28758,0.10002781875000005,0.10002783
1000543,0.714,0.15,2500.0,267.74999999999994,2.625730537499999,4.02612,1.4003894625000006,1.40038962
1000544,0.2125,0.15,2500.0,79.6875,0.7814674218749998,1.19825,0.4167825781250002,0.416782625
1000545,2.04425,0.15,2500.0,766.5937499999999,7.517716598437499,11.527165,4.009448401562501,4.0094488525
1000546,1.581,0.15,2500.0,592.8749999999999,5.814117618749998,8.91498,3.1008623812500016,3.10086273
1000547,0.1275,0.15,2500.0,47.8125,0.468880453125,0.71895,0.250069546875,0.250069575
1000548,2.15475,0.15,2500.0,808.0312499999999,7.924079657812499,12.150255,4.226175342187501,4.2261758175
1000549,0.255,0.15,2500.0,95.625,0.93776090625,1.4379,0.50013909375,0.50013915
1000550,0.255,0.15,2500.0,95.625,0.93776090625,1.4379,0.50013909375,0.50013915
1000551,2.0825,0.15,2500.0,780.9375,7.658380734374999,11.74285,4.0844692656250015,4.084469725
1000552,0.1275,0.15,2500.0,47.8125,0.468880453125,0.71895,0.250069546875,0.250069575
1000553,1.45775,0.15,2500.0,546.65625,5.3608665140625,8.219995,2.859128485937501,2.8591288075000003
1000554,0.017,0.15,2500.0,6.375000000000001,0.06251739375,0.09586,0.033342606250000004,0.03334261
1000555,0.22525,0.15,2500.0,84.46875,0.8283554671875,1.270145,0.4417895328125001,0.4417895825
1000556,0.5695,0.15,2500.0,213.5625,2.094332690625,3.21131,1.1169773093750002,1.1169774350000001
1000557,2.5755,0.15,2500.0,965.8124999999999,9.471385153124999,14.522791,5.051405846875001,5.051405415
1000558,0.255,0.15,2500.0,95.625,0.93776090625,1.4379,0.50013909375,0.50013915
1000559,0.336,0.15,2500.0,126.0,1.2356379,1.894645,0.6590071,0.6590068800000001
1000560,0.1,0.15,2500.0,37.5,0.367749375,0.563882,0.196132625,0.196133
1000561,0.1,0.15,2500.0,37.5,0.367749375,0.563882,0.196132625,0.196133
1000562,1.606,0.15,2500.0,602.25,5.9060549625,9.055951,3.1498960375000005,3.14989598
1000563,0.06,0.15,2500.0,22.5,0.220649625,0.338329,0.117679375,0.1176798
1000564,0.224,0.15,2500.0,84.0,0.8237586,1.263097,0.4393383999999999,0.43933792
1000565,0.79,0.15,2500.0,296.25,2.9052200625,4.454671,1.5494509375,1.5494507000000002
1000566,0.12,0.15,2500.0,45.0,0.44129925,0.676659,0.23535975000000003,0.2353596
1000567,0.12,0.15,2500.0,45.0,0.44129925,0.676659,0.23535975000000003,0.2353596
1000568,0.6,0.15,2500.0,225.0,2.20649625,3.383294,1.17679775,1.176798
1000569,0.44,0.15,2500.0,165.0,1.6180972499999997,2.481082,0.8629847500000001,0.8629852
1000570,0.384,0.15,2500.0,144.0,1.4121576,2.165308,0.7531504,0.75315072
1000571,0.302,0.15,2500.0,113.25,1.1106031125,1.702925,0.5923218875,0.59232166
1000572,0.008,0.15,2500.0,2.9999999999999996,0.029419949999999993,0.045111,0.015691050000000005,0.01569064
1000573,0.374,0.15,2500.0,140.25,1.3753826624999999,2.10892,0.7335373375,0.73353742
1000574,1.212,0.15,2500.0,454.5,4.457122425,6.834254,2.377131575,2.37713196
1000575,0.12,0.15,2500.0,45.0,0.44129925,0.676659,0.23535975000000003,0.2353596
1000576,0.335916,0.15,2500.0,125.96849999999999,1.2353289905249998,1.894171,0.6588420094750003,0.65884212828
1000577,0.099975,0.15,2500.0,37.490625,0.36765743765625003,0.563741,0.19608356234375002,0.19608396674999998
1000578,0.375025,0.15,2500.0,140.634375,1.3791520935937498,2.1147,0.7355479064062502,0.73554778325
1000579,0.4625,0.15,2500.0,173.43750000000003,1.7008408593750002,2.607956,0.907115140625,0.907115125
1000580,0.075,0.15,2500.0,28.125,0.27581203125,0.422912,0.14709996875000003,0.14709975
1000581,0.8625,0.15,2500.0,323.4375,3.171838359375,4.863485,1.6916466406249997,1.691647125
1000582,0.41825,0.15,2500.0,156.84375,1.5381117609375,2.358438,0.8203262390625001,0.8203262725
1000583,0.44425,0.15,2500.0,166.59374999999997,1.6337265984374996,2.505047,0.8713204015625002,0.8713208525
1000584,0.075,0.15,2500.0,28.125,0.27581203125,0.422912,0.14709996875000003,0.14709975
1000585,0.075,0.15,2500.0,28.125,0.27581203125,0.422912,0.14709996875000003,0.14709975
1000586,0.44425,0.15,2500.0,166.59374999999997,1.6337265984374996,2.505047,0.8713204015625002,0.8713208525
1000587,0.73075,0.15,2500.0,274.03125,2.6873285578124997,4.12057,1.4332414421875002,1.4332418975
1000588,1.25,0.15,2500.0,468.75,4.5968671875,7.04853,2.4516628125000004,2.4516625
1000589,1.25,0.15,2500.0,468.75,4.5968671875,7.04853,2.4516628125000004,2.4516625
1000590,0.075,0.15,2500.0,28.125,0.27581203125,0.422912,0.14709996875000003,0.14709975
1000591,0.44425,0.15,2500.0,166.59374999999997,1.6337265984374996,2.505047,0.8713204015625002,0.8713208525
1000592,0.12575,0.15,2500.0,47.15625,0.46244483906249995,0.709082,0.24663716093750004,0.2466372475
1000593,0.605,0.15,2500.0,226.875,2.2248837187499997,3.411488,1.1866042812500002,1.18660465
1000594,0.082075,0.15,2500.0,30.778125,0.30183029953124996,0.462806,0.16097570046875004,0.16097615975
1000595,0.005425,0.15,2500.0,2.0343750000000003,0.01995040359375,0.030591,0.010640596406250001,0.01064021525
1000596,0.0625,0.15,2500.0,23.4375,0.22984335937499997,0.389201,0.15935764062500005,0.3064578125
1000597,0.0625,0.15,2500.0,23.4375,0.22984335937499997,0.389201,0.15935764062500005,0.3064578125
1000598,1.00375,0.15,2500.0,376.40624999999994,3.691284351562499,6.250575,2.5592906484375013,4.921712468749999
1000599,0.0375,0.15,2500.0,14.0625,0.137906015625,0.233521,0.09561498437500002,0.1838746875
1000600,0.14,0.15,2500.0,52.5,0.5148491249999999,0.871811,0.3569618750000001,0.6864655000000001
1000601,0.49375,0.15,2500.0,185.15625,1.8157625390624998,3.074691,1.2589284609375002,2.42101671875
1000602,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.367749375
1000603,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.367749375
1000604,0.375,0.15,2500.0,140.625,1.3790601562499998,2.335209,0.9561488437500001,1.838746875
1000605,0.275,0.15,2500.0,103.125,1.01131078125,1.712486,0.70117521875,1.348414375
1000606,0.24,0.15,2500.0,90.0,0.8825985,1.494533,0.6119344999999999,1.1767979999999998
1000607,0.18875,0.15,2500.0,70.78125,0.6941269453125,1.175388,0.48126105468750013,0.92550259375
1000608,0.005,0.15,2500.0,1.875,0.01838746875,0.031136,0.01274853125,0.024516625
1000609,0.23375,0.15,2500.0,87.65625000000001,0.8596141640625001,1.455613,0.5959988359374999,1.14615221875
1000610,0.7575,0.15,2500.0,284.0625,2.785701515625,4.717121,1.9314194843749997,3.7142686874999997
1000611,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.367749375
1000612,2.425,0.15,2500.0,909.3749999999999,8.917922343749998,15.101015,6.183092656250002,11.890563124999998
1000613,0.075,0.15,2500.0,28.125,0.27581203125,5.865603,5.58979096875,0.588399
1000614,0.075,0.15,2500.0,28.125,0.27581203125,5.865603,5.58979096875,0.588399
1000615,1.175,0.15,2500.0,440.625,4.32105515625,91.89444,87.57338484375,9.218251
1000616,1.175,0.15,2500.0,440.625,4.32105515625,91.89444,87.57338484375,9.218251
1000617,0.09,0.15,2500.0,33.75,0.33097443749999994,0.56045,0.22947556250000006,0.44129925
1000618,0.891,0.15,2500.0,334.125,3.2766469312499997,5.548455,2.27180806875,4.368862575
1000619,0.018,0.15,2500.0,6.749999999999999,0.0661948875,0.11209,0.0458951125,0.08825984999999999
1000620,0.252,0.15,2500.0,94.5,0.9267284249999999,1.56926,0.6425315750000002,1.2356379
1000621,0.075,0.15,2500.0,28.125,0.27581203125,5.865603,5.58979096875,0.588399
1000622,1.5,0.15,2500.0,562.5,5.516240624999999,9.340834,3.824593375,7.3549875
1000623,1.5,0.15,2500.0,562.5,5.516240624999999,9.340834,3.824593375,7.3549875
1000624,0.09,0.15,2500.0,33.75,0.33097443749999994,0.56045,0.22947556250000006,0.44129925
1000625,0.891,0.15,2500.0,334.125,3.2766469312499997,5.548455,2.27180806875,4.368862575
1000626,0.018,0.15,2500.0,6.749999999999999,0.0661948875,0.11209,0.0458951125,0.08825984999999999
1000627,0.252,0.15,2500.0,94.5,0.9267284249999999,1.56926,0.6425315750000002,1.2356379
1000628,0.075,0.15,2500.0,28.125,0.27581203125,5.865603,5.58979096875,0.588399
1000629,1.175,0.15,2500.0,440.625,4.32105515625,91.89444,87.57338484375,9.218251
1000630,1.25,0.15,2500.0,468.75,4.5968671875,97.760042,93.1631748125,9.80665
1000631,1.175,0.15,2500.0,440.625,4.32105515625,91.89444,87.57338484375,9.218251
1000632,0.018,0.15,2500.0,6.749999999999999,0.0661948875,0.11209,0.0458951125,0.08825984999999999
1000633,0.252,0.15,2500.0,94.5,0.9267284249999999,1.56926,0.6425315750000002,1.2356379
1000634,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.367749375
1000635,0.153,0.15,2500.0,57.37499999999999,0.5626565437499998,0.952765,0.3901084562500001,0.7502087249999999
1000636,2.142,0.15,2500.0,803.2499999999999,7.877191612499998,13.338711,5.461519387500002,10.502922149999998
1000637,0.6375,0.15,2500.0,239.06249999999997,2.3444022656249994,3.969855,1.6254527343750005,3.1258696874999994
1000638,0.147,0.15,2500.0,55.12499999999999,0.5405915812499998,0.915402,0.3748104187500002,0.7207887749999999
1000639,2.058,0.15,2500.0,771.7499999999999,7.568282137499999,12.815624,5.247341862500001,10.09104285
1000640,0.6125,0.15,2500.0,229.6875,2.252464921875,3.814174,1.5617090781249998,3.0032865625
1000641,0.069,0.15,2500.0,25.875,0.25374706874999997,0.429678,0.17593093125000003,0.338329425
1000642,0.966,0.15,2500.0,362.25,3.5524589625,6.015497,2.4630380375,4.7366119499999995
1000643,0.2875,0.15,2500.0,107.81249999999999,1.0572794531249996,1.790327,0.7330475468750004,1.4097059374999998
1000644,0.2875,0.15,2500.0,107.81249999999999,1.0572794531249996,1.790327,0.7330475468750004,1.4097059374999998
1000645,4.61725,0.15,2500.0,1731.46875,16.979908017187498,28.752644,11.772735982812502,22.63987735625
1000646,0.1725,0.15,2500.0,64.6875,0.634367671875,1.074196,0.43982832812499995,0.8458235624999999
1000647,0.644,0.15,2500.0,241.5,2.3683059749999997,4.010331,1.6420250250000001,3.1577413
1000648,2.27125,0.15,2500.0,851.7187500000001,8.3525076796875,14.14358,5.7910723203125,11.13667690625
1000649,0.345,0.15,2500.0,129.375,1.26873534375,2.148392,0.8796566562499999,1.6916471249999998
1000650,0.345,0.15,2500.0,129.375,1.26873534375,2.148392,0.8796566562499999,1.6916471249999998
1000651,1.725,0.15,2500.0,646.875,6.34367671875,10.741959,4.398282281249999,8.458235625
1000652,1.265,0.15,2500.0,474.37499999999994,4.652029593749999,7.877437,3.2254074062500004,6.202706124999999
1000653,1.104,0.15,2500.0,414.0,4.0599530999999995,6.874854,2.8149009000000005,5.4132708
1000654,0.86825,0.15,2500.0,325.59374999999994,3.192983948437499,5.406786,2.213802051562501,4.257311931249999
1000655,0.023,0.15,2500.0,8.625,0.08458235624999999,0.143226,0.05864364375,0.11277647499999999
1000656,1.07525,0.15,2500.0,403.21875,3.9542251546875,6.695821,2.7415958453125,5.27230020625
1000657,3.4845,0.15,2500.0,1306.6875,12.814226971875,21.698758,8.884531028125002,17.0856359625
1000658,0.345,0.15,2500.0,129.375,1.26873534375,2.148392,0.8796566562499999,1.6916471249999998
