piso,bloque,z_m,nodo,x_m,y_m,G_kN,Q_kN,peso_sismico_kN,masa_t
2,LT2,7.92,3000031,-32.05,15.785,53.15449466249997,-0.0,53.15449466249997,5.420249999999998
2,LT2,7.92,3000032,-32.05,17.245,31.89269679750007,-0.0,31.89269679750007,3.252150000000007
2,LT2,7.92,3000044,-30.2,16.15,26.941319212499973,-0.0,26.941319212499973,2.7472499999999975
2,LT2,7.92,3000059,-0.575,-0.35,24.1197621328125,-0.0,24.1197621328125,2.4595312500000004
2,LT2,7.92,3000060,-0.575,1.6374999999999997,48.23952426562499,-0.0,48.23952426562499,4.9190625
2,LT2,7.92,3000061,-0.575,3.6249999999999996,48.23952426562499,-0.0,48.23952426562499,4.9190625
2,LT2,7.92,3000062,-0.575,5.6125,35.436329775000004,-0.0,35.436329775000004,3.6135000000000006
2,LT2,7.92,3000063,-0.575,6.545,24.119762132812504,-0.0,24.119762132812504,2.4595312500000004
2,LT2,7.92,3000064,-0.575,7.6,12.803194490624998,-0.0,12.803194490624998,1.3055625
2,LT2,7.92,3000095,-0.575,9.65,19.720560234374997,-0.0,19.720560234374997,2.0109375
2,LT2,7.92,3000096,-0.575,11.275,39.44112046874999,-0.0,39.44112046874999,4.021875
2,LT2,7.92,3000097,-0.575,12.899999999999999,21.48024099375,-0.0,21.48024099375,2.1903750000000004
2,LT2,7.92,3000098,-0.575,13.045,38.9799627525,-0.0,38.9799627525,3.9748500000000004
2,LT2,7.92,3000099,-0.575,14.524999999999999,37.68143970937499,-0.0,37.68143970937499,3.8424374999999995
