piso,bloque,z_m,nodo,x_m,y_m,G_kN,Q_kN,peso_sismico_kN,masa_t
1,LT1,3.96,3000272,40.15,12.299999999999999,29.853894262499995,-0.0,29.853894262499995,3.04425
1,LT1,3.96,3000273,40.15,14.349999999999998,29.853894262499995,-0.0,29.853894262499995,3.04425
1,LT1,3.96,3000274,40.15,16.4,14.926947131249998,-0.0,14.926947131249998,1.522125
1,LT2,3.96,701001,-20.8,16.15,303.99144014999996,101.60056904208747,354.7917246710437,36.17868738774645
1,LT2,3.96,701002,-10.8,16.15,333.14170715,116.09602602499999,391.1897201625,39.89025
1,LT2,3.96,701003,-0.8,16.15,47.57205915,-0.0,47.57205915,4.851
1,LT2,3.96,701004,-28.3,7.25,192.49817994999998,61.341637706562494,223.16899880328123,22.756904631375775
1,LT2,3.96,701005,-20.8,7.25,414.0795136499999,173.09288628896246,500.6259567944811,51.04964047809202
1,LT2,3.96,701006,-10.8,7.25,452.86251565,197.8393571,551.7821941999999,56.26612494582757
1,LT2,3.96,701007,-20.8,0.0,247.28678415000002,83.126681640625,288.8501249703125,29.454515555292836
1,LT2,3.96,701008,-10.8,0.0,269.72332665,95.001921875,317.2242875875,32.34787492033467
1,LT2,3.96,601002,-31.679999999999996,0.0,38.33370999999998,11.409866639289998,44.03864331964498,4.490691859059412
1,LT2,3.96,602002,-32.05,14.908999999999999,44.35991034999999,10.385872917595,49.55284680879749,5.05298412901424
1,LT2,3.96,603002,-31.679999999999996,16.15,46.43870149999998,11.318421099037499,52.097912049518726,5.312508557919242
1,LT2,3.96,900000,-32.05,0.0,77.27306886249997,12.079724087182498,83.31293090609122,8.495554639565114
1,LT2,3.96,900003,-32.05,16.15,43.258845602499974,3.7696370333999996,45.143664119199975,4.603372621557818
1,LT2,3.96,900005,-32.05,11.885,164.44760205999998,40.49306804627,184.694136083135,18.833560500592455
1,LT2,3.96,900006,-24.55,11.885,167.40296349999997,73.07272018593748,203.93932359296872,20.796023473150232
1,LT2,3.96,900007,-32.05,4.265,176.18317564999995,43.337198563259996,197.85177493162996,20.175266266424313
1,LT2,3.96,900008,-24.55,4.265,138.4289095,58.0354482421875,167.44663362109375,17.074804711200436
1,LT2,3.96,900009,-28.3,0.0,121.29309204999997,42.6066026479275,142.59639337396374,14.540785423560925
1,LT2,3.96,900010,-28.3,16.15,141.29641004999996,43.3680664651325,162.98044328256623,16.619380041356248
